le_1990,le_1991,le_1992,le_1993,le_1994,le_1995,le_1996,le_1997,le_1998,le_1999,le_2000,le_2001,le_2002,le_2003,le_2004,le_2005,le_2006,le_2007,le_2008,le_2009,le_2010,le_2011,le_2012,le_2013,le_2014,le_2015,le_2016,le_2017,le_2018,le_2019,le_2020,le_2021,le_2022,eys_1990,eys_1991,eys_1992,eys_1993,eys_1994,eys_1995,eys_1996,eys_1997,eys_1998,eys_1999,eys_2000,eys_2001,eys_2002,eys_2003,eys_2004,eys_2005,eys_2006,eys_2007,eys_2008,eys_2009,eys_2010,eys_2011,eys_2012,eys_2013,eys_2014,eys_2015,eys_2016,eys_2017,eys_2018,eys_2019,eys_2020,eys_2021,eys_2022,mys_1990,mys_1991,mys_1992,mys_1993,mys_1994,mys_1995,mys_1996,mys_1997,mys_1998,mys_1999,mys_2000,mys_2001,mys_2002,mys_2003,mys_2004,mys_2005,mys_2006,mys_2007,mys_2008,mys_2009,mys_2010,mys_2011,mys_2012,mys_2013,mys_2014,mys_2015,mys_2016,mys_2017,mys_2018,mys_2019,mys_2020,mys_2021,mys_2022,gnipc_1990,gnipc_1991,gnipc_1992,gnipc_1993,gnipc_1994,gnipc_1995,gnipc_1996,gnipc_1997,gnipc_1998,gnipc_1999,gnipc_2000,gnipc_2001,gnipc_2002,gnipc_2003,gnipc_2004,gnipc_2005,gnipc_2006,gnipc_2007,gnipc_2008,gnipc_2009,gnipc_2010,gnipc_2011,gnipc_2012,gnipc_2013,gnipc_2014,gnipc_2015,gnipc_2016,gnipc_2017,gnipc_2018,gnipc_2019,gnipc_2020,gnipc_2021,gnipc_2022
69.348,69.625,70.117,70.345,70.757,71.041,71.362,71.681,72.045,72.463,72.839,73.24,73.613,73.975,74.279,74.514,74.689,74.844,74.983,75.184,75.43,75.743,76.062,76.369,76.622,76.789,76.763,76.972,77.094,77.297,72.153,73.67,77.894,11.40330029,11.24228001,11.42147714,11.60067427,11.7798714,11.95906853,12.13826566,12.31746278,12.49665991,12.67585704,12.85505417,13.0342513,13.21344843,13.39264556,13.57184269,13.75103982,13.93023695,14.10943408,14.28863121,14.46782834,14.64702547,14.8262226,15.00541973,14.87827969,15.00487995,15.13148022,14.99600347,14.86052672,14.72504997,14.46730995,14.86483955,14.86483955,14.86483955,6.75150013,6.808366579,6.865233029,6.922099478,6.978965928,7.035832377,7.092698827,7.149565276,7.206431725,7.263298175,7.320164624,7.377031074,7.433897523,7.490763973,7.547630422,7.604496872,7.661363321,7.718229771,7.72631979,7.739970207,7.849160194,7.907040119,8.097470284,8.288680077,8.361359596,8.701580048,8.692919731,8.765919685,8.782986323,8.800052961,8.817119598,9.113010406,8.969750404,8.920318179444639,8.95442919257601,8.967957215484091,8.978460423989967,9.004902500286613,9.012029345415401,9.007812885777884,9.036111444109837,9.046486897545797,8.956984628800415,8.94843695253331,8.988434906292559,9.016375191082489,9.023147550574567,9.081097893482113,9.120952603421646,9.150527116525518,9.153153886271635,9.213747623695753,9.20688774491303,9.231026167987567,9.28902446854008,9.328009948751907,9.360697290583081,9.382860362475974,9.367120871936054,9.338759408750681,9.341934505826085,9.331468374100428,9.310478661315644,9.218292366891374,9.258843021483901,9.27736656254673
64.146,64.755,65.031,65.468,65.816,66.312,66.742,67.197,67.471,67.737,68.007,68.308,68.564,68.402,68.613,68.779,68.977,69.128,69.319,69.48,69.664,69.88,70.085,70.052,70.415,70.483,70.844,71.302,71.367,71.358,70.99,70.221,70.159,9.206990242,9.250329971,9.430852532,9.611375093,9.791897655,9.972420216,10.15294278,10.33346534,10.5139879,10.69451046,10.77771521,10.86091995,10.88712978,10.73254967,10.78256035,10.84283428,10.90310822,10.96338215,11.02365608,11.08393002,11.19958019,11.21022987,11.57713032,11.80953979,11.73950958,11.88743496,12.03536034,12.16487026,12.43317032,12.67249012,12.91180992,12.91180992,12.91180992,5.305645579,5.468896212,5.632146845,5.795397478,5.958648111,6.121898744,6.333519936,6.341912937,6.350305939,6.35869894,6.367091942,6.375484943,6.383877945,6.392270947,6.400663948,6.40905695,6.417449951,6.656382647,6.895315344,7.13424804,7.373180736,7.612113432,7.851046129,8.089978825,8.328911521,8.567844217,8.806776914,9.04570961,9.305633501,9.573026174,9.84810224,9.84810224,9.84810224,8.721184740535046,8.740735770628225,8.759998462531005,8.765192748020285,8.781040209292142,8.80582057596971,8.833965380662628,8.865868468855213,8.901946082973312,8.935285824219994,8.975398491164425,8.996100226204788,8.988757069590328,8.99679965686369,9.015277017684035,9.038978963681059,9.093652919087267,9.146648078073992,9.1954143765602,9.214001525766108,9.223300711768188,9.212077355546397,9.21397514617365,9.209643128958755,9.21710212868595,9.244634294364408,9.270304099685504,9.286630673401902,9.314024464321355,9.339279977463573,9.361958803223686,9.378132750418029,9.422286772520215
62.55,63.856,64.657,65.235,65.838,66.33,67.076,67.895,68.478,69.379,69.865,69.598,70.232,70.14,70.34,70.44,70.773,71.108,71.424,71.576,71.848,71.859,71.831,71.771,71.746,71.814,72.025,72.311,72.555,72.559,71.061,70.748,71.475,8.514767823,8.662059784,8.811899662,8.96173954,9.286313629,9.610887718,9.935461807,10.2600359,10.58460999,10.5519104,10.89731979,11.10416985,11.44435978,11.84412956,12.16205025,12.4198103,12.39274979,12.88368988,12.16687965,12.09626007,12.16615963,12.24773979,12.29899979,12.43801975,12.25903988,12.01471996,11.79246998,11.75586188,11.92147713,11.88102581,11.9099355,11.9099355,11.9099355,3.729339234,3.847328115,3.969049931,4.094622782,4.220195634,4.345768486,4.471341337,4.596914189,4.722487041,4.848059893,4.973632744,5.099205596,5.224778448,5.3503513,5.475924151,5.601497003,5.727069855,5.625279903,6.029550076,6.130139828,6.339930058,6.209420204,6.366330147,6.434329987,6.528739929,6.623149872,6.717559814,6.825099945,6.968569994,7.112040043,7.150929928,7.150929928,7.150929928,8.526701018834645,8.528732894389702,8.586864779856054,8.629002946232168,8.668486003140186,8.710309343528895,8.707804584042535,8.7234761837997,8.743465557440793,8.74702831470084,8.756856521016635,8.76033997343383,8.767762550668804,8.773752977987165,8.780043532344807,8.805977374021449,8.855987708313204,8.873624619547401,8.897220348665126,8.861923335328804,8.88189870430727,8.914576551732672,8.927670593365916,8.941451106404573,8.95390313411264,8.972452289469889,8.98862387718228,9.004445600079647,9.026311370848434,9.056656017502354,8.971691800688161,9.073253567731172,9.09225181155186
69.831,69.712,69.344,68.579,67.885,68.726,70.145,70.732,70.217,71.115,71.33,71.418,71.871,72.158,72.644,73.197,73.479,73.605,74.412,75.192,75.749,76.468,76.545,77.127,77.141,77.656,77.82,77.976,78.139,78.669,78.343,77.144,79.155,13.0799799,12.78081989,12.62077999,12.32798004,12.54491997,12.79681015,13.15272999,13.56027508,13.96782017,14.21566963,15.16271973,15.65767956,15.94836044,16.09065056,16.25458908,16.49143982,16.45730972,16.43349075,16.2975502,16.31830025,16.50847054,16.6350193,16.60737038,16.49702072,16.26988983,16.12105942,15.95291996,15.81396008,15.75247955,15.740289689999999,15.77509975,15.94297981,15.94297981,9.655532811,9.900291752,10.14505069,10.38980963,10.63456858,10.87932752,11.13860606,11.3978846,11.65716314,11.91644168,12.17572021,12.34650517,12.51729012,12.68807507,12.85886002,13.02964497,13.20042992,13.21786022,13.25249004,13.32087994,13.33069038,13.3991003,13.44874001,13.53934956,13.44295025,13.48861027,13.51035023,13.55548,13.65631008,13.60237026,13.54843044,13.54843044,13.54843044,9.72361789597656,9.643080410903725,9.446760232978386,9.366808909209611,9.371824202694008,9.445750339055936,9.505930708264966,9.608943329290758,9.672868846740789,9.670728064690236,9.752716702145149,9.809759589516409,9.881895327735151,9.953485191224223,10.028573091449607,10.13425438149142,10.220596359285565,10.280550866161056,10.245323657503137,10.110188380151122,10.113257674045323,10.188785805697071,10.233873041722907,10.269026429738547,10.29669593965032,10.320996376065947,10.351278474900626,10.403961134333844,10.440946292019813,10.476507088678938,10.476758695983213,10.546062790576956,10.52276302872123
63.072,62.685,61.735,60.233,58.268,56.148,53.873,52.044,50.333,48.733,47.256,45.975,44.486,43.349,42.538,42.125,43.12,43.641,44.175,44.639,46.619,48.195,49.835,51.486,53.05,55.019,56.659,57.895,59.411,60.549,59.692,57.066,56.36,9.644469458,9.572581933,9.50123024,9.430410385,9.520150185,9.609889984,9.699629784,9.702963193,9.706296603,9.709630013,9.558130264,9.475719929,9.393309593,9.7072649,10.02122021,10.31523991,10.95755959,11.26955566,11.58155174,11.89354782,12.2055439,12.51753998,12.69502497,12.87250996,13.1477058,13.42878494,13.71587316,14.0090989,14.3085934,14.61449065,14.92692756,14.92692756,14.92692756,4.35,4.328,4.306,4.284,4.262,4.24,4.164,4.088,4.012,3.936,3.86,3.714,3.568,3.422,3.276,3.13,3.308,3.486,3.664,3.842,4.02,4.228,4.436,4.644,4.852,5.06,5.194,5.328,5.462,5.596,5.73,5.73,5.73,8.551786236874975,8.535898956202143,8.532845038089908,8.506076807333168,8.483408806600389,8.588532455489807,8.634597283993871,8.647874950112953,8.618214921401739,8.650608313706627,8.625547238703952,8.673349768143614,8.64161905235052,8.649142516005835,8.699752062049036,8.809567688702087,8.808550515150523,8.853824925459918,8.842887455370407,8.833744108386183,8.835252433243193,8.842744316487716,8.884040388393469,8.938955023742983,8.941503961624434,8.959438070487934,8.945874635963298,8.944210290170956,8.954713536347086,8.944878243278373,8.914403333655521,9.004470595014986,9.03501688479363
65.508,65.643,65.827,65.928,66.125,66.286,66.408,66.448,66.68,66.763,66.31,66.34,65.748,66.177,66.424,66.632,66.855,66.826,66.935,67.089,67.328,67.523,67.552,67.428,67.376,66.844,67.24,67.79,67.81,67.893,67.924,67.114,68.312,11.63193653,11.67753029,11.72330276,11.76907523,11.81484771,11.86062018,11.90639265,11.95216513,11.9979376,12.04371007,12.08948255,12.13525502,12.18102749,12.22679996,12.37187958,12.45875078,12.54562198,12.63249318,12.71936438,12.80623558,12.89310679,12.97997799,13.06684919,13.15372039,13.24059159,13.32746279,13.32746279,13.50120519,13.5880764,13.6749476,13.7618188,13.84869,13.84869,6.602397357,6.826421353,7.050445349,7.274469346,7.498493342,7.722517338,7.69411993,7.834786328,7.975452727,8.116119125,8.256785523,8.397451921,8.538118319,8.678784717,8.819451115,8.960117513,9.100783912,9.24145031,9.380341244,9.519232178,9.658123112,9.797014046,9.93590498,10.07479591,10.21368685,10.35257778,10.49146872,10.63035965,10.56551218,10.50066471,10.43581724,10.37096977,10.37096977,8.959375386090313,8.933749199219518,8.965368091321567,8.979020595872827,9.012112111018785,9.046093239996393,9.09557289684333,9.05739619995891,9.043286341140288,9.118671863181488,9.149090025209716,9.137683694261957,9.171808410930705,9.164688570191688,9.207269692361443,9.187482026775834,9.181407084528463,9.172223306459738,9.178273615654259,9.18003673651323,9.177808486121258,9.201392066038325,9.206007795305837,9.267506148289028,9.29200771828631,9.32063697140321,9.350046889337143,9.376587350555305,9.426860363066256,9.402432905256443,9.23493556030877,9.18273498856215,9.326669802326759
74.989,75.407,75.647,75.885,76.575,76.604,76.87,77.064,77.259,77.451,77.671,78.142,78.27,78.533,78.846,78.971,79.373,79.391,79.695,79.831,80.012,80.391,80.501,80.883,81.013,81.418,81.291,81.498,81.627,81.871,81.866,82.038,82.351,15.05280972,15.2710104,15.73964977,15.96156025,16.29762077,16.41723061,16.58016968,16.71985054,16.95726967,17.27002907,17.68334961,17.98135948,18.07708931,18.29443932,17.11433983,17.19054985,17.17551994,17.13093948,17.10404968,16.8861599,17.02306938,17.11375046,17.10630035,19.3260994,19.25424957,19.31086922,19.31080055,19.37471008,19.45115089,19.04310989,19.04858017,19.22859001,19.22859001,9.184650421,9.40821809,9.63178576,9.8553534290000009,10.0789211,10.30248877,10.52605644,10.74962411,10.97319177,11.19675944,11.42032711,11.64389478,11.86746245,12.09103012,12.13717985,12.18332958,12.23163033,12.27503967,12.32691956,12.37001038,12.41567993,12.45691967,12.4878397,12.54920959,12.59953022,12.63366985,12.68652487,12.73937988,12.80649996,12.87362003,12.92915501,12.92915501,12.92915501,10.375445168692924,10.301125388316622,10.251314046703198,10.233742526255934,10.279712656707835,10.325672983366267,10.366127202243076,10.432807336457827,10.478383786111257,10.529157857353095,10.587401133067493,10.617089139849632,10.635152440544895,10.643308632890191,10.692883374453025,10.713904435019238,10.754420302272909,10.795625547415852,10.79751754406014,10.71917664045001,10.74640163871063,10.757947952016893,10.739928760742181,10.725724262988557,10.723749135809824,10.725817949714989,10.745421458248817,10.770459607812759,10.783977207087874,10.796078464623006,10.782609672943321,10.809334502682255,10.810174283883843
76.834,77.014,77.296,77.348,77.768,77.871,78.061,78.425,78.588,78.751,79.047,79.224,79.413,79.421,80.339,80.339,80.748,80.967,81.049,81.178,81.427,81.813,81.774,82.016,82.476,82.186,82.437,82.473,82.591,82.731,82.21,82.499,83.229,13.98425961,14.46944046,14.69909954,14.81359005,15.6441803,15.77266979,15.86017036,15.81939983,15.76198959,15.72313976,14.93727016,14.8516798,14.78316021,14.86872005,14.85523987,15.43264008,15.41829014,15.35235023,15.2978096,15.27202034,15.38066006,15.4170599,15.48921013,15.46125031,15.44229031,15.51356983,15.62283039,15.74036026,15.84354973,15.86798954,15.9334898,15.98756027,15.98756027,7.552529812,7.744341952,7.936154093,8.127966234,8.319778374,8.511590515,8.703402655,8.895214796,9.087026937,9.278839077,9.470651218,9.662463358,9.854275499,10.04608764,10.23789978,10.31739044,10.44354534,10.56970024,10.65437031,10.63230991,10.7787199,10.85153961,10.9350996,11.08078957,11.22550011,11.33419037,11.35085964,11.40970039,11.50988007,11.61005974,11.68859246,11.68859246,11.68859246,10.432986918706277,10.433752441708009,10.445919337293113,10.436203799569677,10.454197082667235,10.47149709925004,10.48707091230429,10.510190825974048,10.542635908111718,10.57791595431383,10.60535595742204,10.61989039400962,10.61647609812233,10.620375682754988,10.641461669997607,10.653608524144284,10.673594666129736,10.691314525384296,10.6901047676894,10.657151288838286,10.67158728495621,10.691584474086497,10.685316933336985,10.686490385338798,10.690707716297295,10.698352147662437,10.706241594079735,10.72732458013242,10.742703027911828,10.75592613353341,10.666410345061752,10.74336985580372,10.765928948023594
60.311,60.397,60.545,60.718,60.701,60.704,60.612,60.662,60.79,60.849,61.069,61.27,61.292,61.671,61.838,61.959,62.375,62.618,63.083,63.303,63.898,64.045,64.587,64.776,64.974,65.46,65.802,66.189,66.306,66.603,66.531,65.821,65.694,11.06384079,11.10699025,11.15030799,11.19379468,11.23745096,11.28127751,11.32527499,11.36944405,11.41378538,11.45829964,11.50307465,11.54784966,11.59288677,11.63809953,11.68348863,11.72905474,11.77479857,11.82072079,11.86682212,11.91310324,11.95956486,12.00620769,12.05303242,12.10003977,12.14723045,12.19460518,12.24216467,12.28990964,12.33784083,12.38595894,12.43426472,12.43426472,12.43426472,4.32,4.5,4.68,4.86,5.04,5.22,5.406,5.592,5.778,5.964,6.15,6.304,6.458,6.612,6.766,6.92,7.05,7.18,7.31,7.44,7.57,7.852,8.134,8.416,8.698,8.98,9.094,9.208,9.322,9.436,9.55,9.55,9.55,9.69429845523483,9.729292461195241,9.648346709429894,9.649818818622755,9.68225770953851,9.692481781303197,9.700179514006777,9.723596370188154,9.770478914108962,9.630672081170003,9.510065682137716,9.562057218237403,9.569305438281722,9.547565106828143,9.463824168475368,9.511075081416662,9.398766690071437,9.403108610843098,9.319031650579408,9.366094827068105,9.349411872573004,9.340199868308199,9.425186962507334,9.461658671471818,9.549867573864042,9.518061623155411,9.520647891170773,9.515093672051911,9.466268327001925,9.445650501402817,9.474479346866959,9.184643100312348,9.32315274901901
51.319,52.127,52.941,53.748,54.721,55.464,56.009,56.06,56.554,56.816,56.942,57.043,57.08,57.586,58.088,58.394,59.06,59.394,60.082,60.427,60.717,61.526,62.096,62.114,62.269,62.494,63.013,62.995,63.04,63.755,62.612,62.083,62.906,3.84434068,4.00602438,4.174508107,4.350077852,4.533031638,4.723680019,4.939758484,5.155836949,5.371915414,5.587993879,5.804072343,6.020150808,6.236229273,6.452307738,6.668386203,6.884464667,7.100543132,7.316621597,7.532700062,7.53000021,7.477910042,7.603649736,7.73150372,7.861507545,8.020992137,8.180476728,8.33996132,8.499445911,8.658930503,8.818415095,8.977899686,8.977899686,8.977899686,1.395152942,1.521166756,1.64718057,1.773194384,1.899208198,2.025222012,2.067976699,2.110731386,2.153486073,2.19624076,2.238995447,2.322254574,2.405513701,2.488772828,2.572031955,2.655291083,2.75880243,2.862313777,2.965825124,3.069336472,3.172847819,3.305612373,3.438376927,3.571141481,3.676881218,3.782620955,3.888360691,3.994100428,4.099840164,4.306130171,4.512420177,4.512420177,4.512420177,7.62052470586471,7.614143498289912,7.609908260804218,7.592576668634045,7.563400981936059,7.547256048746435,7.560151222414297,7.524279261010714,7.530283492571052,7.561693990193845,7.588975537233449,7.609364914254331,7.57324423131999,7.578397751080462,7.663656780409307,7.609886737778034,7.571016816919039,7.5733524338073686,7.607708537060985,7.638061455547197,7.664831675872425,7.54504450186,7.5672443642629705,7.5642049040675685,7.51861489159579,7.5282529012318555,7.524409980633526,7.544756792994547,7.58938143669783,7.62531201109885,7.60771349816775,7.611961440961575,7.644740776863413
75.359,75.576,76.019,76.096,76.393,76.562,76.792,77.226,77.577,77.806,78.064,78.409,78.483,78.544,79.126,79.262,79.591,79.741,79.826,79.925,80.086,80.36,80.506,80.463,80.915,80.574,80.847,80.944,81.172,81.558,81.147,80.63,80.989,14.37678802,14.56478977,14.75524998,15.47786045,15.64466953,15.75277996,15.86441994,15.94838047,16.02003354,16.09168661,16.16333967,16.23499274,16.30664581,16.37829888,16.44995195,16.52160501,16.59325808,16.66491115,16.736564220000002,16.80821729,16.87987036,16.95152342,17.02317649,17.09482956,17.11840057,17.11218071,16.87516975,16.98994064,17.04191971,17.22438049,17.22598076,17.34334946,17.34334946,10.3637846,10.5741328,10.78448099,10.99482919,11.20517738,11.41552557,11.61641992,11.81731426,12.0182086,12.21910294,12.41999728,12.76506286,13.11012844,13.45519401,13.80025959,13.70372963,13.60348034,13.68010998,13.75629044,13.82800961,13.85177994,13.93054962,13.97772026,14.00984955,14.03711987,14.08201981,14.1321497,14.10476494,14.07738018,14.16666031,14.25594044,14.25594044,14.25594044,10.526554818759928,10.563770914427124,10.573714339272925,10.55561996921575,10.56913493039438,10.57922759692362,10.585880945332828,10.600122713762868,10.616050883758994,10.632879642404976,10.661614113993823,10.675205096171295,10.667889386458224,10.660715177848301,10.688930788624608,10.698952226504513,10.745982236403165,10.774331212146684,10.780779447136728,10.737674381031635,10.777577500630159,10.839769807001877,10.840499039509876,10.841399140862798,10.856152695108264,10.865177894188514,10.881274039150817,10.90294158522585,10.919201703598722,10.92746629993762,10.885089803145716,10.916118780892408,10.921254817122062
55.62,56.012,56.231,56.416,56.112,56.565,56.82,57.199,57.6,58.03,58.195,58.107,58.608,59.111,59.191,59.76,59.988,60.224,60.49,60.946,61.157,61.652,62.081,62.42,63.045,63.175,63.89,64.013,64.122,64.74,64.114,63.795,63.945,5.655748717,5.7762367,5.899291515,6.024967843,6.153321534,6.284409625,6.418290368,6.555023256,6.694669052,6.83728981,7.17249012,6.862949848,7.194029808,7.127200127,7.566929817,8.221770287,8.645079613,9.311630249,9.909689903,10.01552963,10.34964466,10.68375969,10.93752003,11.07386971,10.72198963,11.17568016,11.09840012,10.9863596,10.95788002,11.29076004,11.42975998,11.58627987,11.58627987,5.506158276,5.67437085,5.842583425,6.010796,6.179008574,6.347221149,6.452634362,6.558047576,6.663460789,6.768874002,6.874287216,6.937086577,6.999885938,7.062685299,7.125484661,7.188284022,7.266783223,7.345282425,7.423781626,7.502280828,7.580780029,7.372168609,7.163557189,6.954945769,6.746334348,6.537722928,6.329111508,6.120500088,6.224439538,6.328378988,6.432318439,6.432318439,6.432318439,7.724505263888941,7.751663984523888,7.7665647481062425,7.78600731104192,7.793000879174202,7.809743979036455,7.832328951198071,7.849956308693799,7.870769690077622,7.888755664474865,7.896310599421995,7.9234945970863855,7.942164081226722,7.9653055717625225,7.990047838337157,8.033849183612626,8.057971791810791,8.074858935360753,8.138354025811198,8.161014643681092,8.199915164886125,8.292080659431212,8.334543059847503,8.405035395614494,8.384982502278797,8.40590628579372,8.405975019360516,8.452508222008975,8.495088102247903,8.541200930509897,8.576337494572039,8.571448391606843,8.590494123071794
77.296,77.369,77.282,77.654,77.803,77.821,77.957,78.319,78.231,78.35,78.377,78.836,78.969,79.029,79.289,79.59,79.707,79.612,80.049,80.299,80.51,80.547,80.341,80.974,81.007,80.668,81.162,80.85,81.391,81.249,80.909,80.111,80.614,12.61826992,13.21514988,13.24009991,13.17138958,13.38531971,13.39009953,13.50638962,13.69067955,14.39577007,14.34626961,14.74936962,15.11172009,15.75821018,15.87672043,16.24897003,16.97878075,17.114620209999998,16.53709984,16.75245984,16.96781985,17.18317986,17.31554031,17.46416092,17.52424049,17.86989975,18.17227459,18.47464943,18.86384964,19.19458961,19.66389084,19.67380905,20.02638054,20.02638054,7.580366438,7.722380161,7.867054428,8.011728695,8.156402963,8.30107723,8.445751497,8.590425764,8.735100031,8.879774298,9.024448565,9.169122832,9.313797099,9.458471366,9.603145633,9.747819901,10.10496998,10.05718994,10.10492039,10.15659523,10.20827007,10.30519748,10.40212488,10.49905229,10.59597969,10.74370956,10.25430012,10.54285765,10.83141518,11.11997271,11.40853024,11.40853024,11.40853024,10.116825193879972,10.142864351227619,10.144620092203104,10.117144317859648,10.12938240275406,10.142135225401686,10.152396106298276,10.183924671201083,10.21153701997867,10.220781594019957,10.273382870646321,10.311571855224182,10.340013830853081,10.392458757087786,10.432477843167348,10.451969093011323,10.487305179272374,10.509709054888743,10.499748436271611,10.46071609498143,10.403017209214475,10.291979676708563,10.259532380193287,10.233145176984825,10.250962402800388,10.248402177766998,10.243585190156459,10.256306023181681,10.268903264121105,10.290686838258285,10.202576133465962,10.289480963964536,10.353979147884331
62.473,62.725,62.913,63.349,63.726,64.195,64.863,65.536,66.114,66.869,67.446,67.946,68.386,68.797,69.165,69.168,69.812,70.1,70.356,70.641,70.878,71.177,71.463,71.728,71.964,72.103,72.355,72.551,72.726,73.129,71.797,69.237,68.674,6.89961844,6.942571071,6.985791098,7.029280186,7.073040009,7.169149876,7.418882779,7.668615682,7.918348585,8.168081488,8.417814391,8.667547294,8.917280197,9.193762207,9.470244217,9.746726227,10.02320824,10.29969025,10.57704496,10.85439968,11.09412003,11.06177044,10.85068989,10.8308897,10.92879009,10.97344017,10.92856002,10.88367987,10.83879972,10.79391956,10.76720388,10.76720388,10.76720388,3.192767468,3.268137717,3.343507965,3.418878214,3.494248462,3.569618711,3.638708105,3.707797499,3.776886894,3.845976288,3.915065683,3.881567794,3.848069906,3.799302459,3.750535011,3.701767564,3.653000116,3.844273448,4.03554678,4.226820111,4.418093443,4.609366775,4.800640106,4.896299839,5.83698988,4.933569908,5.120502472,5.307435036,5.494367599,5.681300163,5.668648013,5.668648013,5.668648013,8.597491395986124,8.621627427409482,8.640181052747996,8.656304390973775,8.671261503394215,8.69405051309881,8.695245444019966,8.715490121525358,8.744710186866564,8.756995311709922,8.768582035861526,8.77445100551485,8.777958307311572,8.78242675642408,8.789520058101054,8.800417031803516,8.827586140897456,8.86707935131869,8.888996062107331,8.871311423771571,8.87547186038027,8.895342559772205,8.91426922059494,8.930316834469213,8.953482956802866,8.97872844824825,8.99079274232908,9.005512029063635,9.023534929615437,9.049487822002403,9.016803117892117,9.072966835303,9.104581534998951
47.004,47.546,48.363,48.962,49.171,49.866,50.544,51.356,52.049,52.356,52.479,52.662,53.278,53.678,54.117,54.632,55.108,55.553,56.044,56.348,56.72,57.019,57.406,57.791,57.886,58.134,58.763,59.109,59.349,59.72,59.327,58.892,58.985,2.694149971,2.820280075,2.996155024,3.172029972,3.392210007,3.624340057,3.856470108,4.202220082,4.547970057,4.893720031,5.239470005,5.585219979,5.930969954,6.276719928,6.622469902,7.105619907,7.582719803,7.853904724,8.125089645,8.300136566,8.475183487,8.650230408,8.652159691,8.883224964,9.114290237,9.286886149,9.462750484,9.641945134,9.824533166,10.01057884,10.20014763,10.20014763,10.20014763,1.313318515,1.325962177,1.338727563,1.351615845,1.364628206,1.37776584,1.391029954,1.4046821,1.418334246,1.431986392,1.445638537,1.459290683,1.472942829,1.486594975,1.500247121,1.513899267,1.527551413,1.541203558,1.554855704,1.56850785,1.582159996,1.654532492,1.726904988,1.799277484,1.871649981,2.451784968,3.031919956,2.580559969,2.129199982,2.241205475,2.35910296,2.35910296,2.35910296,7.24658889891335,7.23176370110933,7.244492311256172,7.28106044207485,7.29394882571365,7.311489152033986,7.332242405869346,7.35568061465372,7.377450469415512,7.409832957809208,7.417003333239449,7.433835444931688,7.489144679397213,7.500992245082737,7.4983661636850965,7.507105515668526,7.471232858307441,7.51408145406701,7.527575856347803,7.4811779550792075,7.515350873448158,7.536772435224989,7.5728352708567135,7.551725106024528,7.581015454426194,7.610162252028503,7.685960126031627,7.771442811760151,7.776305764070661,7.798272483047495,7.768466216223474,7.722355004085776,7.784958274973142
62.415,62.622,62.787,63.152,63.372,63.136,63.205,63.356,63.9,64.17,64.483,64.788,64.728,64.6,64.93,65.132,65.667,66.254,66.288,66.563,66.743,66.982,67.23,67.473,67.882,68.201,68.384,68.667,68.896,69.124,68.486,65.673,65.989,8.467954444,8.627023927,8.789081511,8.954183327,9.122386559,9.293749469,9.468331411,9.646192852,9.827395399,10.01200181,10.20007604,10.28467396,10.36927189,10.45386982,10.82208014,11.190290450000001,11.04757023,10.90485001,11.0310297,11.01204014,11.40573025,12.06239986,12.13850021,12.2407403,12.34298038,12.45615992,12.56933947,12.68251901,12.79569856,12.9088781,13.02205765,13.02205765,13.02205765,5.273218506,5.343320377,5.413422248,5.483524119,5.55362599,5.62372786,5.701618828,5.779509796,5.857400763,5.935291731,6.013182698,6.067706376,6.122230053,6.265548257,6.408866462,6.552184666,6.69550287,6.838821075,6.982139279,7.125457483,7.268775687,7.412093892,7.555412096,7.6987303,7.842048505,7.985366709,8.128684913,8.272003118,8.415321322,8.558639526,8.627408726,8.627408726,8.627408726,7.620071310063792,7.507841526833909,7.722004160554051,7.922984150738547,8.061612628048232,8.123639132083078,8.269029904100126,8.300839164280575,8.30332881583048,8.308356807480951,8.314810945954331,8.40658740266744,8.49399571772844,8.58441559521647,8.716842118996786,8.795815250362214,8.923747098833916,9.005466056983517,9.039092290636656,9.0777556084141,9.13668939487662,9.183058383431092,9.238020623466992,9.260084209825704,9.327478226214454,9.320758977104244,9.385715096977842,9.406248157405301,9.431144082396488,9.497630048200634,9.860595796181697,10.034221982304267,10.48522567320867
